settlement_id,payment_id,utr,merchant_id,bank_account_num,ifsc,gross_amount_inr,net_amount_inr,status,failure_reason,initiated_at,settled_at
setl_demo_0139,pay_demo_0139,DEMO00000000139,acc_demo_015,XXXXXX9139,HDFC0001234,9243.0,9024.87,processed,,2026-08-19 14:00:00,2026-08-19 16:00:00
setl_demo_0140,pay_demo_0140,,acc_demo_016,XXXXXX9140,HDFC0001234,9380.0,9158.63,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-08-19 17:00:00,
setl_demo_0141,pay_demo_0141,,acc_demo_017,XXXXXX9141,HDFC0001234,9517.0,9292.4,failed,BENEFICIARY_ACCOUNT_REJECTED: Demo failure scenario,2026-08-19 20:00:00,
setl_demo_0142,pay_demo_0142,DEMO00000000142,acc_demo_018,XXXXXX9142,HDFC0001234,9654.0,9426.17,processed,,2026-08-19 23:00:00,2026-08-20 01:00:00
setl_demo_0143,pay_demo_0143,DEMO00000000143,acc_demo_019,XXXXXX9143,HDFC0001234,9791.0,9559.93,processed,,2026-08-20 02:00:00,2026-08-20 04:00:00
setl_demo_0144,pay_demo_0144,DEMO00000000144,acc_demo_020,XXXXXX9144,HDFC0001234,9928.0,9693.7,processed,,2026-08-20 05:00:00,2026-08-20 07:00:00
setl_demo_0145,pay_demo_0145,DEMO00000000145,acc_demo_021,XXXXXX9145,HDFC0001234,165.0,161.11,processed,,2026-08-20 08:00:00,2026-08-20 10:00:00
setl_demo_0146,pay_demo_0146,DEMO00000000146,acc_demo_022,XXXXXX9146,HDFC0001234,302.0,294.87,processed,,2026-08-20 11:00:00,2026-08-20 13:00:00
setl_demo_0147,pay_demo_0147,DEMO00000000147,acc_demo_023,XXXXXX9147,HDFC0001234,439.0,428.64,processed,,2026-08-20 14:00:00,2026-08-20 16:00:00
setl_demo_0148,pay_demo_0148,DEMO00000000148,acc_demo_024,XXXXXX9148,HDFC0001234,576.0,562.41,processed,,2026-08-20 17:00:00,2026-08-20 19:00:00
setl_demo_0149,pay_demo_0149,DEMO00000000149,acc_demo_025,XXXXXX9149,HDFC0001234,713.0,696.17,processed,,2026-08-20 20:00:00,2026-08-20 22:00:00
setl_demo_0150,pay_demo_0150,DEMO00000000150,acc_demo_001,XXXXXX9150,HDFC0001234,850.0,829.94,processed,,2026-08-20 23:00:00,2026-08-21 01:00:00
setl_demo_0151,pay_demo_0151,DEMO00000000151,acc_demo_002,XXXXXX9151,HDFC0001234,987.0,963.71,processed,,2026-08-21 02:00:00,2026-08-21 04:00:00
setl_demo_0152,pay_demo_0152,DEMO00000000152,acc_demo_003,XXXXXX9152,HDFC0001234,1124.0,1097.47,processed,,2026-08-21 05:00:00,2026-08-21 07:00:00
setl_demo_0153,pay_demo_0153,DEMO00000000153,acc_demo_004,XXXXXX9153,HDFC0001234,1261.0,1231.24,processed,,2026-08-21 08:00:00,2026-08-21 10:00:00
setl_demo_0154,pay_demo_0154,DEMO00000000154,acc_demo_005,XXXXXX9154,HDFC0001234,1398.0,1365.01,processed,,2026-08-21 11:00:00,2026-08-21 13:00:00
setl_demo_0155,pay_demo_0155,DEMO00000000155,acc_demo_006,XXXXXX9155,HDFC0001234,1535.0,1498.77,processed,,2026-08-21 14:00:00,2026-08-21 16:00:00
setl_demo_0156,pay_demo_0156,DEMO00000000156,acc_demo_007,XXXXXX9156,HDFC0001234,1672.0,1632.54,processed,,2026-08-21 17:00:00,2026-08-21 19:00:00
setl_demo_0157,pay_demo_0157,DEMO00000000157,acc_demo_008,XXXXXX9157,HDFC0001234,1809.0,1766.31,processed,,2026-08-21 20:00:00,2026-08-21 22:00:00
setl_demo_0158,pay_demo_0158,DEMO00000000158,acc_demo_009,XXXXXX9158,HDFC0001234,1946.0,1900.07,processed,,2026-08-21 23:00:00,2026-08-22 01:00:00
setl_demo_0159,pay_demo_0159,DEMO00000000159,acc_demo_010,XXXXXX9159,HDFC0001234,2083.0,2033.84,processed,,2026-08-22 02:00:00,2026-08-22 04:00:00
setl_demo_0160,pay_demo_0160,,acc_demo_011,XXXXXX9160,HDFC0001234,2220.0,2167.61,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-08-22 05:00:00,
setl_demo_0161,pay_demo_0161,DEMO00000000161,acc_demo_012,XXXXXX9161,HDFC0001234,2357.0,2301.37,processed,,2026-08-22 08:00:00,2026-08-22 10:00:00
setl_demo_0162,pay_demo_0162,DEMO00000000162,acc_demo_013,XXXXXX9162,HDFC0001234,2494.0,2435.14,processed,,2026-08-22 11:00:00,2026-08-22 13:00:00
setl_demo_0163,pay_demo_0163,DEMO00000000163,acc_demo_014,XXXXXX9163,HDFC0001234,2631.0,2568.91,processed,,2026-08-22 14:00:00,2026-08-22 16:00:00
setl_demo_0164,pay_demo_0164,DEMO00000000164,acc_demo_015,XXXXXX9164,HDFC0001234,2768.0,2702.68,processed,,2026-08-22 17:00:00,2026-08-22 19:00:00
setl_demo_0165,pay_demo_0165,DEMO00000000165,acc_demo_016,XXXXXX9165,HDFC0001234,2905.0,2836.44,processed,,2026-08-22 20:00:00,2026-08-22 22:00:00
setl_demo_0166,pay_demo_0166,DEMO00000000166,acc_demo_017,XXXXXX9166,HDFC0001234,3042.0,2970.21,processed,,2026-08-22 23:00:00,2026-08-23 01:00:00
setl_demo_0167,pay_demo_0167,DEMO00000000167,acc_demo_018,XXXXXX9167,HDFC0001234,3179.0,3103.98,processed,,2026-08-23 02:00:00,2026-08-23 04:00:00
setl_demo_0168,pay_demo_0168,DEMO00000000168,acc_demo_019,XXXXXX9168,HDFC0001234,3316.0,3237.74,processed,,2026-08-23 05:00:00,2026-08-23 07:00:00
setl_demo_0169,pay_demo_0169,DEMO00000000169,acc_demo_020,XXXXXX9169,HDFC0001234,3453.0,3371.51,processed,,2026-08-23 08:00:00,2026-08-23 10:00:00
setl_demo_0170,pay_demo_0170,DEMO00000000170,acc_demo_021,XXXXXX9170,HDFC0001234,3590.0,3505.28,processed,,2026-08-23 11:00:00,2026-08-23 13:00:00
setl_demo_0171,pay_demo_0171,DEMO00000000171,acc_demo_022,XXXXXX9171,HDFC0001234,3727.0,3639.04,processed,,2026-08-23 14:00:00,2026-08-23 16:00:00
setl_demo_0172,pay_demo_0172,DEMO00000000172,acc_demo_023,XXXXXX9172,HDFC0001234,3864.0,3772.81,processed,,2026-08-23 17:00:00,2026-08-23 19:00:00
setl_demo_0173,pay_demo_0173,DEMO00000000173,acc_demo_024,XXXXXX9173,HDFC0001234,4001.0,3906.58,processed,,2026-08-23 20:00:00,2026-08-23 22:00:00
setl_demo_0174,pay_demo_0174,DEMO00000000174,acc_demo_025,XXXXXX9174,HDFC0001234,4138.0,4040.34,processed,,2026-08-23 23:00:00,2026-08-24 01:00:00
setl_demo_0175,pay_demo_0175,DEMO00000000175,acc_demo_001,XXXXXX9175,HDFC0001234,4275.0,4174.11,processed,,2026-08-24 02:00:00,2026-08-24 04:00:00
setl_demo_0176,pay_demo_0176,DEMO00000000176,acc_demo_002,XXXXXX9176,HDFC0001234,4412.0,4307.88,processed,,2026-08-24 05:00:00,2026-08-24 07:00:00
setl_demo_0177,pay_demo_0177,DEMO00000000177,acc_demo_003,XXXXXX9177,HDFC0001234,4549.0,4441.64,processed,,2026-08-24 08:00:00,2026-08-24 10:00:00
setl_demo_0178,pay_demo_0178,DEMO00000000178,acc_demo_004,XXXXXX9178,HDFC0001234,4686.0,4575.41,processed,,2026-08-24 11:00:00,2026-08-24 13:00:00
setl_demo_0179,pay_demo_0179,DEMO00000000179,acc_demo_005,XXXXXX9179,HDFC0001234,4823.0,4709.18,processed,,2026-08-24 14:00:00,2026-08-24 16:00:00
setl_demo_0180,pay_demo_0180,,acc_demo_006,XXXXXX9180,HDFC0001234,4960.0,4842.94,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-08-24 17:00:00,
setl_demo_0181,pay_demo_0181,DEMO00000000181,acc_demo_007,XXXXXX9181,HDFC0001234,5097.0,4976.71,processed,,2026-08-24 20:00:00,2026-08-24 22:00:00
setl_demo_0182,pay_demo_0182,DEMO00000000182,acc_demo_008,XXXXXX9182,HDFC0001234,5234.0,5110.48,processed,,2026-08-24 23:00:00,2026-08-25 01:00:00
setl_demo_0183,pay_demo_0183,DEMO00000000183,acc_demo_009,XXXXXX9183,HDFC0001234,5371.0,5244.24,processed,,2026-08-25 02:00:00,2026-08-25 04:00:00
setl_demo_0184,pay_demo_0184,DEMO00000000184,acc_demo_010,XXXXXX9184,HDFC0001234,5508.0,5378.01,processed,,2026-08-25 05:00:00,2026-08-25 07:00:00
setl_demo_0185,pay_demo_0185,DEMO00000000185,acc_demo_011,XXXXXX9185,HDFC0001234,5645.0,5511.78,processed,,2026-08-25 08:00:00,2026-08-25 10:00:00
setl_demo_0186,pay_demo_0186,DEMO00000000186,acc_demo_012,XXXXXX9186,HDFC0001234,5782.0,5645.54,processed,,2026-08-25 11:00:00,2026-08-25 13:00:00
setl_demo_0187,pay_demo_0187,DEMO00000000187,acc_demo_013,XXXXXX9187,HDFC0001234,5919.0,5779.31,processed,,2026-08-25 14:00:00,2026-08-25 16:00:00
setl_demo_0188,pay_demo_0188,,acc_demo_014,XXXXXX9188,HDFC0001234,6056.0,5913.08,failed,BENEFICIARY_ACCOUNT_REJECTED: Demo failure scenario,2026-08-25 17:00:00,
setl_demo_0189,pay_demo_0189,DEMO00000000189,acc_demo_015,XXXXXX9189,HDFC0001234,6193.0,6046.85,processed,,2026-08-25 20:00:00,2026-08-25 22:00:00
setl_demo_0190,pay_demo_0190,DEMO00000000190,acc_demo_016,XXXXXX9190,HDFC0001234,6330.0,6180.61,processed,,2026-08-25 23:00:00,2026-08-26 01:00:00
setl_demo_0191,pay_demo_0191,DEMO00000000191,acc_demo_017,XXXXXX9191,HDFC0001234,6467.0,6314.38,processed,,2026-08-26 02:00:00,2026-08-26 04:00:00
setl_demo_0192,pay_demo_0192,DEMO00000000192,acc_demo_018,XXXXXX9192,HDFC0001234,6604.0,6448.15,processed,,2026-08-26 05:00:00,2026-08-26 07:00:00
setl_demo_0193,pay_demo_0193,DEMO00000000193,acc_demo_019,XXXXXX9193,HDFC0001234,6741.0,6581.91,processed,,2026-08-26 08:00:00,2026-08-26 10:00:00
setl_demo_0194,pay_demo_0194,DEMO00000000194,acc_demo_020,XXXXXX9194,HDFC0001234,6878.0,6715.68,processed,,2026-08-26 11:00:00,2026-08-26 13:00:00
setl_demo_0195,pay_demo_0195,DEMO00000000195,acc_demo_021,XXXXXX9195,HDFC0001234,7015.0,6849.45,processed,,2026-08-26 14:00:00,2026-08-26 16:00:00
setl_demo_0196,pay_demo_0196,DEMO00000000196,acc_demo_022,XXXXXX9196,HDFC0001234,7152.0,6983.21,processed,,2026-08-26 17:00:00,2026-08-26 19:00:00
setl_demo_0197,pay_demo_0197,DEMO00000000197,acc_demo_023,XXXXXX9197,HDFC0001234,7289.0,7116.98,processed,,2026-08-26 20:00:00,2026-08-26 22:00:00
setl_demo_0198,pay_demo_0198,DEMO00000000198,acc_demo_024,XXXXXX9198,HDFC0001234,7426.0,7250.75,processed,,2026-08-26 23:00:00,2026-08-27 01:00:00
setl_demo_0199,pay_demo_0199,DEMO00000000199,acc_demo_025,XXXXXX9199,HDFC0001234,7563.0,7384.51,processed,,2026-08-27 02:00:00,2026-08-27 04:00:00
setl_demo_0200,pay_demo_0200,,acc_demo_001,XXXXXX9200,HDFC0001234,7700.0,7518.28,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-08-27 05:00:00,
setl_demo_0201,pay_demo_0201,DEMO00000000201,acc_demo_002,XXXXXX9201,HDFC0001234,7837.0,7652.05,processed,,2026-08-27 08:00:00,2026-08-27 10:00:00
setl_demo_0202,pay_demo_0202,DEMO00000000202,acc_demo_003,XXXXXX9202,HDFC0001234,7974.0,7785.81,processed,,2026-08-27 11:00:00,2026-08-27 13:00:00
setl_demo_0203,pay_demo_0203,DEMO00000000203,acc_demo_004,XXXXXX9203,HDFC0001234,8111.0,7919.58,processed,,2026-08-27 14:00:00,2026-08-27 16:00:00
setl_demo_0204,pay_demo_0204,DEMO00000000204,acc_demo_005,XXXXXX9204,HDFC0001234,8248.0,8053.35,processed,,2026-08-27 17:00:00,2026-08-27 19:00:00
setl_demo_0205,pay_demo_0205,DEMO00000000205,acc_demo_006,XXXXXX9205,HDFC0001234,8385.0,8187.11,processed,,2026-08-27 20:00:00,2026-08-27 22:00:00
setl_demo_0206,pay_demo_0206,DEMO00000000206,acc_demo_007,XXXXXX9206,HDFC0001234,8522.0,8320.88,processed,,2026-08-27 23:00:00,2026-08-28 01:00:00
setl_demo_0207,pay_demo_0207,DEMO00000000207,acc_demo_008,XXXXXX9207,HDFC0001234,8659.0,8454.65,processed,,2026-08-28 02:00:00,2026-08-28 04:00:00
setl_demo_0208,pay_demo_0208,DEMO00000000208,acc_demo_009,XXXXXX9208,HDFC0001234,8796.0,8588.41,processed,,2026-08-28 05:00:00,2026-08-28 07:00:00
setl_demo_0209,pay_demo_0209,DEMO00000000209,acc_demo_010,XXXXXX9209,HDFC0001234,8933.0,8722.18,processed,,2026-08-28 08:00:00,2026-08-28 10:00:00
setl_demo_0210,pay_demo_0210,DEMO00000000210,acc_demo_011,XXXXXX9210,HDFC0001234,9070.0,8855.95,processed,,2026-08-28 11:00:00,2026-08-28 13:00:00
setl_demo_0211,pay_demo_0211,DEMO00000000211,acc_demo_012,XXXXXX9211,HDFC0001234,9207.0,8989.71,processed,,2026-08-28 14:00:00,2026-08-28 16:00:00
setl_demo_0212,pay_demo_0212,DEMO00000000212,acc_demo_013,XXXXXX9212,HDFC0001234,9344.0,9123.48,processed,,2026-08-28 17:00:00,2026-08-28 19:00:00
setl_demo_0213,pay_demo_0213,DEMO00000000213,acc_demo_014,XXXXXX9213,HDFC0001234,9481.0,9257.25,processed,,2026-08-28 20:00:00,2026-08-28 22:00:00
setl_demo_0214,pay_demo_0214,DEMO00000000214,acc_demo_015,XXXXXX9214,HDFC0001234,9618.0,9391.02,processed,,2026-08-28 23:00:00,2026-08-29 01:00:00
setl_demo_0215,pay_demo_0215,DEMO00000000215,acc_demo_016,XXXXXX9215,HDFC0001234,9755.0,9524.78,processed,,2026-08-29 02:00:00,2026-08-29 04:00:00
setl_demo_0216,pay_demo_0216,DEMO00000000216,acc_demo_017,XXXXXX9216,HDFC0001234,9892.0,9658.55,processed,,2026-08-29 05:00:00,2026-08-29 07:00:00
setl_demo_0217,pay_demo_0217,DEMO00000000217,acc_demo_018,XXXXXX9217,HDFC0001234,129.0,125.96,processed,,2026-08-29 08:00:00,2026-08-29 10:00:00
setl_demo_0218,pay_demo_0218,DEMO00000000218,acc_demo_019,XXXXXX9218,HDFC0001234,266.0,259.72,processed,,2026-08-29 11:00:00,2026-08-29 13:00:00
setl_demo_0219,pay_demo_0219,DEMO00000000219,acc_demo_020,XXXXXX9219,HDFC0001234,403.0,393.49,processed,,2026-08-29 14:00:00,2026-08-29 16:00:00
setl_demo_0220,pay_demo_0220,,acc_demo_021,XXXXXX9220,HDFC0001234,540.0,527.26,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-08-29 17:00:00,
setl_demo_0221,pay_demo_0221,DEMO00000000221,acc_demo_022,XXXXXX9221,HDFC0001234,677.0,661.02,processed,,2026-08-29 20:00:00,2026-08-29 22:00:00
setl_demo_0222,pay_demo_0222,DEMO00000000222,acc_demo_023,XXXXXX9222,HDFC0001234,814.0,794.79,processed,,2026-08-29 23:00:00,2026-08-30 01:00:00
setl_demo_0223,pay_demo_0223,DEMO00000000223,acc_demo_024,XXXXXX9223,HDFC0001234,951.0,928.56,processed,,2026-08-30 02:00:00,2026-08-30 04:00:00
setl_demo_0224,pay_demo_0224,DEMO00000000224,acc_demo_025,XXXXXX9224,HDFC0001234,1088.0,1062.32,processed,,2026-08-30 05:00:00,2026-08-30 07:00:00
setl_demo_0225,pay_demo_0225,DEMO00000000225,acc_demo_001,XXXXXX9225,HDFC0001234,1225.0,1196.09,processed,,2026-08-30 08:00:00,2026-08-30 10:00:00
setl_demo_0226,pay_demo_0226,DEMO00000000226,acc_demo_002,XXXXXX9226,HDFC0001234,1362.0,1329.86,processed,,2026-08-30 11:00:00,2026-08-30 13:00:00
setl_demo_0227,pay_demo_0227,DEMO00000000227,acc_demo_003,XXXXXX9227,HDFC0001234,1499.0,1463.62,processed,,2026-08-30 14:00:00,2026-08-30 16:00:00
setl_demo_0228,pay_demo_0228,DEMO00000000228,acc_demo_004,XXXXXX9228,HDFC0001234,1636.0,1597.39,processed,,2026-08-30 17:00:00,2026-08-30 19:00:00
setl_demo_0229,pay_demo_0229,DEMO00000000229,acc_demo_005,XXXXXX9229,HDFC0001234,1773.0,1731.16,processed,,2026-08-30 20:00:00,2026-08-30 22:00:00
setl_demo_0230,pay_demo_0230,DEMO00000000230,acc_demo_006,XXXXXX9230,HDFC0001234,1910.0,1864.92,processed,,2026-08-30 23:00:00,2026-08-31 01:00:00
setl_demo_0231,pay_demo_0231,DEMO00000000231,acc_demo_007,XXXXXX9231,HDFC0001234,2047.0,1998.69,processed,,2026-08-31 02:00:00,2026-08-31 04:00:00
setl_demo_0232,pay_demo_0232,DEMO00000000232,acc_demo_008,XXXXXX9232,HDFC0001234,2184.0,2132.46,processed,,2026-08-31 05:00:00,2026-08-31 07:00:00
setl_demo_0233,pay_demo_0233,DEMO00000000233,acc_demo_009,XXXXXX9233,HDFC0001234,2321.0,2266.22,processed,,2026-08-31 08:00:00,2026-08-31 10:00:00
setl_demo_0234,pay_demo_0234,DEMO00000000234,acc_demo_010,XXXXXX9234,HDFC0001234,2458.0,2399.99,processed,,2026-08-31 11:00:00,2026-08-31 13:00:00
setl_demo_0235,pay_demo_0235,,acc_demo_011,XXXXXX9235,HDFC0001234,2595.0,2533.76,failed,BENEFICIARY_ACCOUNT_REJECTED: Demo failure scenario,2026-08-31 14:00:00,
setl_demo_0236,pay_demo_0236,DEMO00000000236,acc_demo_012,XXXXXX9236,HDFC0001234,2732.0,2667.52,processed,,2026-08-31 17:00:00,2026-08-31 19:00:00
setl_demo_0237,pay_demo_0237,DEMO00000000237,acc_demo_013,XXXXXX9237,HDFC0001234,2869.0,2801.29,processed,,2026-08-31 20:00:00,2026-08-31 22:00:00
setl_demo_0238,pay_demo_0238,DEMO00000000238,acc_demo_014,XXXXXX9238,HDFC0001234,3006.0,2935.06,processed,,2026-08-31 23:00:00,2026-09-01 01:00:00
setl_demo_0239,pay_demo_0239,DEMO00000000239,acc_demo_015,XXXXXX9239,HDFC0001234,3143.0,3068.83,processed,,2026-09-01 02:00:00,2026-09-01 04:00:00
setl_demo_0240,pay_demo_0240,,acc_demo_016,XXXXXX9240,HDFC0001234,3280.0,3202.59,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-01 05:00:00,
setl_demo_0241,pay_demo_0241,DEMO00000000241,acc_demo_017,XXXXXX9241,HDFC0001234,3417.0,3336.36,processed,,2026-09-01 08:00:00,2026-09-01 10:00:00
setl_demo_0242,pay_demo_0242,DEMO00000000242,acc_demo_018,XXXXXX9242,HDFC0001234,3554.0,3470.13,processed,,2026-09-01 11:00:00,2026-09-01 13:00:00
setl_demo_0243,pay_demo_0243,DEMO00000000243,acc_demo_019,XXXXXX9243,HDFC0001234,3691.0,3603.89,processed,,2026-09-01 14:00:00,2026-09-01 16:00:00
setl_demo_0244,pay_demo_0244,DEMO00000000244,acc_demo_020,XXXXXX9244,HDFC0001234,3828.0,3737.66,processed,,2026-09-01 17:00:00,2026-09-01 19:00:00
setl_demo_0245,pay_demo_0245,DEMO00000000245,acc_demo_021,XXXXXX9245,HDFC0001234,3965.0,3871.43,processed,,2026-09-01 20:00:00,2026-09-01 22:00:00
setl_demo_0246,pay_demo_0246,DEMO00000000246,acc_demo_022,XXXXXX9246,HDFC0001234,4102.0,4005.19,processed,,2026-09-01 23:00:00,2026-09-02 01:00:00
setl_demo_0247,pay_demo_0247,DEMO00000000247,acc_demo_023,XXXXXX9247,HDFC0001234,4239.0,4138.96,processed,,2026-09-02 02:00:00,2026-09-02 04:00:00
setl_demo_0248,pay_demo_0248,DEMO00000000248,acc_demo_024,XXXXXX9248,HDFC0001234,4376.0,4272.73,processed,,2026-09-02 05:00:00,2026-09-02 07:00:00
setl_demo_0249,pay_demo_0249,DEMO00000000249,acc_demo_025,XXXXXX9249,HDFC0001234,4513.0,4406.49,processed,,2026-09-02 08:00:00,2026-09-02 10:00:00
setl_demo_0250,pay_demo_0250,DEMO00000000250,acc_demo_001,XXXXXX9250,HDFC0001234,4650.0,4540.26,processed,,2026-09-02 11:00:00,2026-09-02 13:00:00
setl_demo_0251,pay_demo_0251,DEMO00000000251,acc_demo_002,XXXXXX9251,HDFC0001234,4787.0,4674.03,processed,,2026-09-02 14:00:00,2026-09-02 16:00:00
setl_demo_0252,pay_demo_0252,DEMO00000000252,acc_demo_003,XXXXXX9252,HDFC0001234,4924.0,4807.79,processed,,2026-09-02 17:00:00,2026-09-02 19:00:00
setl_demo_0253,pay_demo_0253,DEMO00000000253,acc_demo_004,XXXXXX9253,HDFC0001234,5061.0,4941.56,processed,,2026-09-02 20:00:00,2026-09-02 22:00:00
setl_demo_0254,pay_demo_0254,DEMO00000000254,acc_demo_005,XXXXXX9254,HDFC0001234,5198.0,5075.33,processed,,2026-09-02 23:00:00,2026-09-03 01:00:00
setl_demo_0255,pay_demo_0255,DEMO00000000255,acc_demo_006,XXXXXX9255,HDFC0001234,5335.0,5209.09,processed,,2026-09-03 02:00:00,2026-09-03 04:00:00
setl_demo_0256,pay_demo_0256,DEMO00000000256,acc_demo_007,XXXXXX9256,HDFC0001234,5472.0,5342.86,processed,,2026-09-03 05:00:00,2026-09-03 07:00:00
setl_demo_0257,pay_demo_0257,DEMO00000000257,acc_demo_008,XXXXXX9257,HDFC0001234,5609.0,5476.63,processed,,2026-09-03 08:00:00,2026-09-03 10:00:00
setl_demo_0258,pay_demo_0258,DEMO00000000258,acc_demo_009,XXXXXX9258,HDFC0001234,5746.0,5610.39,processed,,2026-09-03 11:00:00,2026-09-03 13:00:00
setl_demo_0259,pay_demo_0259,DEMO00000000259,acc_demo_010,XXXXXX9259,HDFC0001234,5883.0,5744.16,processed,,2026-09-03 14:00:00,2026-09-03 16:00:00
setl_demo_0260,pay_demo_0260,,acc_demo_011,XXXXXX9260,HDFC0001234,6020.0,5877.93,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-03 17:00:00,
setl_demo_0261,pay_demo_0261,DEMO00000000261,acc_demo_012,XXXXXX9261,HDFC0001234,6157.0,6011.69,processed,,2026-09-03 20:00:00,2026-09-03 22:00:00
setl_demo_0262,pay_demo_0262,DEMO00000000262,acc_demo_013,XXXXXX9262,HDFC0001234,6294.0,6145.46,processed,,2026-09-03 23:00:00,2026-09-04 01:00:00
setl_demo_0263,pay_demo_0263,DEMO00000000263,acc_demo_014,XXXXXX9263,HDFC0001234,6431.0,6279.23,processed,,2026-09-04 02:00:00,2026-09-04 04:00:00
setl_demo_0264,pay_demo_0264,DEMO00000000264,acc_demo_015,XXXXXX9264,HDFC0001234,6568.0,6413.0,processed,,2026-09-04 05:00:00,2026-09-04 07:00:00
setl_demo_0265,pay_demo_0265,DEMO00000000265,acc_demo_016,XXXXXX9265,HDFC0001234,6705.0,6546.76,processed,,2026-09-04 08:00:00,2026-09-04 10:00:00
setl_demo_0266,pay_demo_0266,DEMO00000000266,acc_demo_017,XXXXXX9266,HDFC0001234,6842.0,6680.53,processed,,2026-09-04 11:00:00,2026-09-04 13:00:00
setl_demo_0267,pay_demo_0267,DEMO00000000267,acc_demo_018,XXXXXX9267,HDFC0001234,6979.0,6814.3,processed,,2026-09-04 14:00:00,2026-09-04 16:00:00
setl_demo_0268,pay_demo_0268,DEMO00000000268,acc_demo_019,XXXXXX9268,HDFC0001234,7116.0,6948.06,processed,,2026-09-04 17:00:00,2026-09-04 19:00:00
setl_demo_0269,pay_demo_0269,DEMO00000000269,acc_demo_020,XXXXXX9269,HDFC0001234,7253.0,7081.83,processed,,2026-09-04 20:00:00,2026-09-04 22:00:00
setl_demo_0270,pay_demo_0270,DEMO00000000270,acc_demo_021,XXXXXX9270,HDFC0001234,7390.0,7215.6,processed,,2026-09-04 23:00:00,2026-09-05 01:00:00
setl_demo_0271,pay_demo_0271,DEMO00000000271,acc_demo_022,XXXXXX9271,HDFC0001234,7527.0,7349.36,processed,,2026-09-05 02:00:00,2026-09-05 04:00:00
setl_demo_0272,pay_demo_0272,DEMO00000000272,acc_demo_023,XXXXXX9272,HDFC0001234,7664.0,7483.13,processed,,2026-09-05 05:00:00,2026-09-05 07:00:00
setl_demo_0273,pay_demo_0273,DEMO00000000273,acc_demo_024,XXXXXX9273,HDFC0001234,7801.0,7616.9,processed,,2026-09-05 08:00:00,2026-09-05 10:00:00
setl_demo_0274,pay_demo_0274,DEMO00000000274,acc_demo_025,XXXXXX9274,HDFC0001234,7938.0,7750.66,processed,,2026-09-05 11:00:00,2026-09-05 13:00:00
setl_demo_0275,pay_demo_0275,DEMO00000000275,acc_demo_001,XXXXXX9275,HDFC0001234,8075.0,7884.43,processed,,2026-09-05 14:00:00,2026-09-05 16:00:00
setl_demo_0276,pay_demo_0276,DEMO00000000276,acc_demo_002,XXXXXX9276,HDFC0001234,8212.0,8018.2,processed,,2026-09-05 17:00:00,2026-09-05 19:00:00
setl_demo_0277,pay_demo_0277,DEMO00000000277,acc_demo_003,XXXXXX9277,HDFC0001234,8349.0,8151.96,processed,,2026-09-05 20:00:00,2026-09-05 22:00:00
setl_demo_0278,pay_demo_0278,DEMO00000000278,acc_demo_004,XXXXXX9278,HDFC0001234,8486.0,8285.73,processed,,2026-09-05 23:00:00,2026-09-06 01:00:00
setl_demo_0279,pay_demo_0279,DEMO00000000279,acc_demo_005,XXXXXX9279,HDFC0001234,8623.0,8419.5,processed,,2026-09-06 02:00:00,2026-09-06 04:00:00
setl_demo_0280,pay_demo_0280,,acc_demo_006,XXXXXX9280,HDFC0001234,8760.0,8553.26,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-06 05:00:00,
setl_demo_0281,pay_demo_0281,DEMO00000000281,acc_demo_007,XXXXXX9281,HDFC0001234,8897.0,8687.03,processed,,2026-09-06 08:00:00,2026-09-06 10:00:00
setl_demo_0282,pay_demo_0282,,acc_demo_008,XXXXXX9282,HDFC0001234,9034.0,8820.8,failed,BENEFICIARY_ACCOUNT_REJECTED: Demo failure scenario,2026-09-06 11:00:00,
setl_demo_0283,pay_demo_0283,DEMO00000000283,acc_demo_009,XXXXXX9283,HDFC0001234,9171.0,8954.56,processed,,2026-09-06 14:00:00,2026-09-06 16:00:00
setl_demo_0284,pay_demo_0284,DEMO00000000284,acc_demo_010,XXXXXX9284,HDFC0001234,9308.0,9088.33,processed,,2026-09-06 17:00:00,2026-09-06 19:00:00
setl_demo_0285,pay_demo_0285,DEMO00000000285,acc_demo_011,XXXXXX9285,HDFC0001234,9445.0,9222.1,processed,,2026-09-06 20:00:00,2026-09-06 22:00:00
setl_demo_0286,pay_demo_0286,DEMO00000000286,acc_demo_012,XXXXXX9286,HDFC0001234,9582.0,9355.86,processed,,2026-09-06 23:00:00,2026-09-07 01:00:00
setl_demo_0287,pay_demo_0287,DEMO00000000287,acc_demo_013,XXXXXX9287,HDFC0001234,9719.0,9489.63,processed,,2026-09-07 02:00:00,2026-09-07 04:00:00
setl_demo_0288,pay_demo_0288,DEMO00000000288,acc_demo_014,XXXXXX9288,HDFC0001234,9856.0,9623.4,processed,,2026-09-07 05:00:00,2026-09-07 07:00:00
